Store ID,Date,Product ID,Units Sold,Sales Revenue,Discount ID,Store Location,Product Category ID,Day of the Week,Holiday Effect
Spearsland,1/30/2022,52372247,5,,,Kiribati,Furniture,Sunday,FALSE
Spearsland,1/31/2022,52372247,1,,,Antigua and Barbuda,Furniture,Monday,FALSE
Spearsland,2/1/2022,52372247,4,,,Czech Republic,Furniture,Tuesday,FALSE
Spearsland,2/2/2022,52372247,7,,,Mauritius,Furniture,Wednesday,FALSE
Spearsland,2/3/2022,52372247,1,,,Congo,Furniture,Thursday,FALSE
Spearsland,2/4/2022,52372247,5,,,Bouvet Island (Bouvetoya),Furniture,Friday,FALSE
Spearsland,2/5/2022,52372247,3,,,Hong Kong,Furniture,Saturday,FALSE
Spearsland,2/6/2022,52372247,13,,,Hong Kong,Furniture,Sunday,FALSE
Spearsland,2/7/2022,52372247,5,,,Slovenia,Furniture,Monday,FALSE
Spearsland,2/8/2022,52372247,5,,,Antarctica (the territory South of 60 deg S),Furniture,Tuesday,FALSE
Spearsland,2/9/2022,52372247,3,,,Trinidad and Tobago,Furniture,Wednesday,FALSE
Spearsland,2/10/2022,52372247,5,,,Oman,Furniture,Thursday,FALSE
Spearsland,2/11/2022,52372247,5,,,Lithuania,Furniture,Friday,FALSE
Spearsland,2/12/2022,52372247,2,,,Tokelau,Furniture,Saturday,FALSE
Spearsland,2/13/2022,52372247,6,,,Northern Mariana Islands,Furniture,Sunday,FALSE
Spearsland,2/14/2022,52372247,7,,,Antigua and Barbuda,Furniture,Monday,FALSE
Spearsland,2/15/2022,52372247,11,,,Sierra Leone,Furniture,Tuesday,FALSE
Spearsland,2/16/2022,52372247,7,,,Libyan Arab Jamahiriya,Furniture,Wednesday,FALSE
Spearsland,2/17/2022,52372247,4,,,Cocos (Keeling) Islands,Furniture,Thursday,FALSE
Spearsland,2/18/2022,52372247,6,,,Jersey,Furniture,Friday,FALSE
Spearsland,2/19/2022,52372247,5,,,Saudi Arabia,Furniture,Saturday,FALSE
Spearsland,2/20/2022,52372247,3,,,United States of America,Furniture,Sunday,FALSE
Spearsland,2/21/2022,52372247,3,,,Germany,Furniture,Monday,FALSE
Spearsland,2/22/2022,52372247,5,,,Sierra Leone,Furniture,Tuesday,FALSE
Spearsland,2/23/2022,52372247,2,,,Nauru,Furniture,Wednesday,FALSE
Spearsland,2/24/2022,52372247,11,,,Lithuania,Furniture,Thursday,FALSE
Spearsland,2/25/2022,52372247,7,,,Saint Barthelemy,Furniture,Friday,FALSE
Spearsland,2/26/2022,52372247,13,,,Montenegro,Furniture,Saturday,FALSE
Spearsland,2/27/2022,52372247,5,,,Tanzania,Furniture,Sunday,FALSE
Spearsland,2/28/2022,52372247,7,,,Tuvalu,Furniture,Monday,FALSE
Spearsland,3/1/2022,52372247,3,,,Micronesia,Furniture,Tuesday,FALSE
Spearsland,3/2/2022,52372247,7,,,Netherlands,Furniture,Wednesday,FALSE
Spearsland,3/3/2022,52372247,6,,,Swaziland,Furniture,Thursday,FALSE
Spearsland,3/4/2022,52372247,2,,,Mexico,Furniture,Friday,FALSE
Spearsland,3/5/2022,52372247,9,,,Kiribati,Furniture,Saturday,FALSE
Spearsland,3/6/2022,52372247,2,,,Puerto Rico,Furniture,Sunday,FALSE
Spearsland,3/7/2022,52372247,3,,,Lebanon,Furniture,Monday,FALSE
Spearsland,3/8/2022,52372247,3,,,Palestinian Territory,Furniture,Tuesday,FALSE
Spearsland,3/9/2022,52372247,4,,,Slovenia,Furniture,Wednesday,FALSE
Spearsland,3/10/2022,52372247,2,,,Tokelau,Furniture,Thursday,FALSE
Spearsland,3/11/2022,52372247,4,,,Haiti,Furniture,Friday,FALSE
Spearsland,3/12/2022,52372247,3,,,Sri Lanka,Furniture,Saturday,FALSE
Spearsland,3/13/2022,52372247,7,,,Tanzania,Furniture,Sunday,FALSE
Spearsland,3/14/2022,52372247,7,,,French Polynesia,Furniture,Monday,FALSE
Spearsland,3/15/2022,52372247,2,,,Isle of Man,Furniture,Tuesday,FALSE
Spearsland,3/16/2022,52372247,7,,,Reunion,Furniture,Wednesday,FALSE
Spearsland,3/17/2022,52372247,7,,,Christmas Island,Furniture,Thursday,FALSE
Spearsland,3/18/2022,52372247,6,,,Martinique,Furniture,Friday,FALSE
Spearsland,3/19/2022,52372247,5,,,Kyrgyz Republic,Furniture,Saturday,FALSE
Spearsland,3/20/2022,52372247,9,,,Saudi Arabia,Furniture,Sunday,FALSE
Spearsland,3/21/2022,52372247,3,,,Thailand,Furniture,Monday,FALSE
Spearsland,3/22/2022,52372247,7,,,Seychelles,Furniture,Tuesday,FALSE
Spearsland,3/23/2022,52372247,8,,,Algeria,Furniture,Wednesday,FALSE
Spearsland,3/24/2022,52372247,5,,,Botswana,Furniture,Thursday,FALSE
Spearsland,3/25/2022,52372247,5,,,Jamaica,Furniture,Friday,FALSE
Spearsland,3/26/2022,52372247,6,,,Slovakia (Slovak Republic),Furniture,Saturday,FALSE
Spearsland,3/27/2022,52372247,6,,,Anguilla,Furniture,Sunday,FALSE
Spearsland,3/28/2022,52372247,7,,,El Salvador,Furniture,Monday,FALSE
Spearsland,3/29/2022,52372247,2,,,Macao,Furniture,Tuesday,FALSE
Spearsland,3/30/2022,52372247,3,,,Colombia,Furniture,Wednesday,FALSE
Spearsland,3/31/2022,52372247,2,,,Congo,Furniture,Thursday,FALSE
Spearsland,4/1/2022,52372247,4,,,Faroe Islands,Furniture,Friday,FALSE
Spearsland,4/2/2022,52372247,4,,,Mauritius,Furniture,Saturday,FALSE
Spearsland,4/3/2022,52372247,0,,,Saint Barthelemy,Furniture,Sunday,FALSE
Spearsland,4/4/2022,52372247,7,,,North Macedonia,Furniture,Monday,FALSE
Spearsland,4/5/2022,52372247,7,,,Nigeria,Furniture,Tuesday,FALSE
Spearsland,4/6/2022,52372247,6,,,Korea,Furniture,Wednesday,FALSE
Spearsland,4/7/2022,52372247,4,,,Zimbabwe,Furniture,Thursday,FALSE
Spearsland,4/8/2022,52372247,4,,,American Samoa,Furniture,Friday,FALSE
Spearsland,4/9/2022,52372247,7,,,Saint Vincent and the Grenadines,Furniture,Saturday,FALSE
Spearsland,4/10/2022,52372247,10,,,Estonia,Furniture,Sunday,FALSE
Spearsland,4/11/2022,52372247,13,,,Suriname,Furniture,Monday,FALSE
Spearsland,4/12/2022,52372247,9,,,Poland,Furniture,Tuesday,FALSE
Spearsland,4/13/2022,52372247,8,,,French Guiana,Furniture,Wednesday,FALSE
Spearsland,4/14/2022,52372247,7,,,Belarus,Furniture,Thursday,FALSE
Spearsland,4/15/2022,52372247,3,,,United Arab Emirates,Furniture,Friday,FALSE
Spearsland,4/16/2022,52372247,5,,,Iceland,Furniture,Saturday,FALSE
Spearsland,4/17/2022,52372247,10,,,Sri Lanka,Furniture,Sunday,FALSE
Spearsland,4/18/2022,52372247,4,,,Saint Lucia,Furniture,Monday,FALSE
Spearsland,4/19/2022,52372247,8,,,Kenya,Furniture,Tuesday,FALSE
Spearsland,4/20/2022,52372247,7,,,Bhutan,Furniture,Wednesday,FALSE
Spearsland,4/21/2022,52372247,3,,,Moldova,Furniture,Thursday,FALSE
Spearsland,4/22/2022,52372247,8,,,France,Furniture,Friday,FALSE
Spearsland,4/23/2022,52372247,11,,,Egypt,Furniture,Saturday,FALSE
Spearsland,4/24/2022,52372247,5,,,Gibraltar,Furniture,Sunday,FALSE
Spearsland,4/25/2022,52372247,4,,,Kiribati,Furniture,Monday,FALSE
Spearsland,4/26/2022,52372247,9,,,Bangladesh,Furniture,Tuesday,FALSE
Spearsland,4/27/2022,52372247,10,,,Lebanon,Furniture,Wednesday,FALSE
Spearsland,4/28/2022,52372247,13,,,Ireland,Furniture,Thursday,FALSE
Spearsland,4/29/2022,52372247,8,,,Lesotho,Furniture,Friday,FALSE
Spearsland,4/30/2022,52372247,5,,,Cote d'Ivoire,Furniture,Saturday,FALSE
Spearsland,5/1/2022,52372247,8,,,Norway,Furniture,Sunday,FALSE
Spearsland,5/2/2022,52372247,3,,,Australia,Furniture,Monday,FALSE
Spearsland,5/3/2022,52372247,6,,,Martinique,Furniture,Tuesday,FALSE
Spearsland,5/4/2022,52372247,3,,,Faroe Islands,Furniture,Wednesday,FALSE
Spearsland,5/5/2022,52372247,4,,,Mauritania,Furniture,Thursday,FALSE
Spearsland,5/6/2022,52372247,7,,,Tajikistan,Furniture,Friday,FALSE
Spearsland,5/7/2022,52372247,4,,,Micronesia,Furniture,Saturday,FALSE
Spearsland,5/8/2022,52372247,14,,,Pakistan,Furniture,Sunday,FALSE
Spearsland,5/9/2022,52372247,8,,,Cambodia,Furniture,Monday,FALSE
Spearsland,5/10/2022,52372247,2,,,Dominican Republic,Furniture,Tuesday,FALSE
Spearsland,5/11/2022,52372247,2,,,Rwanda,Furniture,Wednesday,FALSE
Spearsland,5/12/2022,52372247,2,,,Papua New Guinea,Furniture,Thursday,FALSE
Spearsland,5/13/2022,52372247,2,,,Cayman Islands,Furniture,Friday,FALSE
Spearsland,5/14/2022,52372247,4,,,Togo,Furniture,Saturday,FALSE
Spearsland,5/15/2022,52372247,5,,,India,Furniture,Sunday,FALSE
Spearsland,5/16/2022,52372247,4,,,Cyprus,Furniture,Monday,FALSE
Spearsland,5/17/2022,52372247,4,,,Nauru,Furniture,Tuesday,FALSE
Spearsland,5/18/2022,52372247,4,,,United States of America,Furniture,Wednesday,FALSE
Spearsland,5/19/2022,52372247,7,,,Guyana,Furniture,Thursday,FALSE
Spearsland,5/20/2022,52372247,2,,,Mexico,Furniture,Friday,FALSE
Spearsland,5/21/2022,52372247,5,,,Uruguay,Furniture,Saturday,FALSE
Spearsland,5/22/2022,52372247,4,,,Saudi Arabia,Furniture,Sunday,FALSE
Spearsland,5/23/2022,52372247,3,,,Uzbekistan,Furniture,Monday,FALSE
Spearsland,5/24/2022,52372247,4,,,Mayotte,Furniture,Tuesday,FALSE
Spearsland,5/25/2022,52372247,8,,,Comoros,Furniture,Wednesday,FALSE
Spearsland,5/26/2022,52372247,4,,,Bhutan,Furniture,Thursday,FALSE
Spearsland,5/27/2022,52372247,1,,,Montenegro,Furniture,Friday,FALSE
Spearsland,5/28/2022,52372247,2,,,Guam,Furniture,Saturday,FALSE
Spearsland,5/29/2022,52372247,4,,,Iceland,Furniture,Sunday,FALSE
Spearsland,5/30/2022,52372247,8,,,Seychelles,Furniture,Monday,FALSE
Spearsland,5/31/2022,52372247,8,,,Tanzania,Furniture,Tuesday,FALSE
Spearsland,6/1/2022,52372247,9,,,Thailand,Furniture,Wednesday,FALSE
Spearsland,6/2/2022,52372247,8,,,British Indian Ocean Territory (Chagos Archipelago),Furniture,Thursday,FALSE
Spearsland,6/3/2022,52372247,9,,,Ethiopia,Furniture,Friday,FALSE
Spearsland,6/4/2022,52372247,4,,,Christmas Island,Furniture,Saturday,FALSE
Spearsland,6/5/2022,52372247,8,,,Brazil,Furniture,Sunday,FALSE
Spearsland,6/6/2022,52372247,4,,,Tanzania,Furniture,Monday,FALSE
Spearsland,6/7/2022,52372247,6,,,Ukraine,Furniture,Tuesday,FALSE
Spearsland,6/8/2022,52372247,6,,,South Georgia and the South Sandwich Islands,Furniture,Wednesday,FALSE
Spearsland,6/9/2022,52372247,6,,,Serbia,Furniture,Thursday,FALSE
Spearsland,6/10/2022,52372247,9,,,Marshall Islands,Furniture,Friday,FALSE
Spearsland,6/11/2022,52372247,2,,,Bosnia and Herzegovina,Furniture,Saturday,FALSE
Spearsland,6/12/2022,52372247,2,,,Nepal,Furniture,Sunday,FALSE
Spearsland,6/13/2022,52372247,1,,,Saint Lucia,Furniture,Monday,FALSE
Spearsland,6/14/2022,52372247,4,,,Rwanda,Furniture,Tuesday,FALSE
Spearsland,6/15/2022,52372247,6,,,Seychelles,Furniture,Wednesday,FALSE
Spearsland,6/16/2022,52372247,3,,,Benin,Furniture,Thursday,FALSE
Spearsland,6/17/2022,52372247,6,,,Nigeria,Furniture,Friday,FALSE
Spearsland,6/18/2022,52372247,5,,,Tonga,Furniture,Saturday,FALSE
Spearsland,6/19/2022,52372247,4,,,Guyana,Furniture,Sunday,FALSE
Spearsland,6/20/2022,52372247,9,,,Antarctica (the territory South of 60 deg S),Furniture,Monday,FALSE
Spearsland,6/21/2022,52372247,8,,,Mongolia,Furniture,Tuesday,FALSE
Spearsland,6/22/2022,52372247,9,,,Fiji,Furniture,Wednesday,FALSE
Spearsland,6/23/2022,52372247,9,,,Portugal,Furniture,Thursday,FALSE
Spearsland,6/24/2022,52372247,4,,,Seychelles,Furniture,Friday,FALSE
Spearsland,6/25/2022,52372247,8,,,Taiwan,Furniture,Saturday,FALSE
Spearsland,6/26/2022,52372247,7,,,Bahrain,Furniture,Sunday,FALSE
Spearsland,6/27/2022,52372247,6,,,Argentina,Furniture,Monday,FALSE
Spearsland,6/28/2022,52372247,8,,,Indonesia,Furniture,Tuesday,FALSE
Spearsland,6/29/2022,52372247,8,,,Papua New Guinea,Furniture,Wednesday,FALSE
Spearsland,6/30/2022,52372247,3,,,Ireland,Furniture,Thursday,FALSE
Spearsland,7/1/2022,52372247,7,,,Jordan,Furniture,Friday,FALSE
Spearsland,7/2/2022,52372247,3,,,Bahrain,Furniture,Saturday,FALSE
Spearsland,7/3/2022,52372247,10,,,Slovakia (Slovak Republic),Furniture,Sunday,FALSE
Spearsland,7/4/2022,52372247,6,,,Afghanistan,Furniture,Monday,FALSE
Spearsland,7/5/2022,52372247,3,,,Gibraltar,Furniture,Tuesday,FALSE
Spearsland,7/6/2022,52372247,6,,,Mauritania,Furniture,Wednesday,FALSE
Spearsland,7/7/2022,52372247,6,,,Cote d'Ivoire,Furniture,Thursday,FALSE
Spearsland,7/8/2022,52372247,5,,,Cocos (Keeling) Islands,Furniture,Friday,FALSE
Spearsland,7/9/2022,52372247,6,,,Svalbard & Jan Mayen Islands,Furniture,Saturday,FALSE
Spearsland,7/10/2022,52372247,6,,,Marshall Islands,Furniture,Sunday,FALSE
Spearsland,7/11/2022,52372247,9,,,Congo,Furniture,Monday,FALSE
Spearsland,7/12/2022,52372247,6,,,Cook Islands,Furniture,Tuesday,FALSE
Spearsland,7/13/2022,52372247,7,,,Luxembourg,Furniture,Wednesday,FALSE
Spearsland,7/14/2022,52372247,7,,,Panama,Furniture,Thursday,FALSE
Spearsland,7/15/2022,52372247,7,,,Panama,Furniture,Friday,FALSE
Spearsland,7/16/2022,52372247,0,,,Eritrea,Furniture,Saturday,FALSE
Spearsland,7/17/2022,52372247,4,,,Spain,Furniture,Sunday,FALSE
Spearsland,7/18/2022,52372247,5,,,Serbia,Furniture,Monday,FALSE
Spearsland,7/19/2022,52372247,7,,,Greenland,Furniture,Tuesday,FALSE
Spearsland,7/20/2022,52372247,5,,,Puerto Rico,Furniture,Wednesday,FALSE
Spearsland,7/21/2022,52372247,5,,,Djibouti,Furniture,Thursday,FALSE
Spearsland,7/22/2022,52372247,9,,,France,Furniture,Friday,FALSE
Spearsland,7/23/2022,52372247,6,,,Hong Kong,Furniture,Saturday,FALSE
Spearsland,7/24/2022,52372247,12,,,Mauritania,Furniture,Sunday,FALSE
Spearsland,7/25/2022,52372247,9,,,French Polynesia,Furniture,Monday,FALSE
Spearsland,7/26/2022,52372247,5,,,United States of America,Furniture,Tuesday,FALSE
Spearsland,7/27/2022,52372247,2,,,Ecuador,Furniture,Wednesday,FALSE
Spearsland,7/28/2022,52372247,6,,,Swaziland,Furniture,Thursday,FALSE
Spearsland,7/29/2022,52372247,7,,,Tonga,Furniture,Friday,FALSE
Spearsland,7/30/2022,52372247,7,,,Italy,Furniture,Saturday,FALSE
Spearsland,7/31/2022,52372247,10,,,Peru,Furniture,Sunday,FALSE
Spearsland,8/1/2022,52372247,6,,,Nicaragua,Furniture,Monday,FALSE
Spearsland,8/2/2022,52372247,6,,,Bahrain,Furniture,Tuesday,FALSE
Spearsland,8/3/2022,52372247,2,,,South Georgia and the South Sandwich Islands,Furniture,Wednesday,FALSE
Spearsland,8/4/2022,52372247,6,,,Mauritius,Furniture,Thursday,FALSE
Spearsland,8/5/2022,52372247,11,,,Liberia,Furniture,Friday,FALSE
Spearsland,8/6/2022,52372247,12,,,Turkmenistan,Furniture,Saturday,FALSE
Spearsland,8/7/2022,52372247,12,,,Turks and Caicos Islands,Furniture,Sunday,FALSE
Spearsland,8/8/2022,52372247,7,,,Hong Kong,Furniture,Monday,FALSE
Spearsland,8/9/2022,52372247,3,,,Montserrat,Furniture,Tuesday,FALSE
Spearsland,8/10/2022,52372247,6,,,Maldives,Furniture,Wednesday,FALSE
Spearsland,8/11/2022,52372247,9,,,Armenia,Furniture,Thursday,FALSE
Spearsland,8/12/2022,52372247,6,,,Russian Federation,Furniture,Friday,FALSE
Spearsland,8/13/2022,52372247,14,,,Western Sahara,Furniture,Saturday,FALSE
Spearsland,8/14/2022,52372247,7,,,Afghanistan,Furniture,Sunday,FALSE
Spearsland,8/15/2022,52372247,7,,,Nicaragua,Furniture,Monday,FALSE
Spearsland,8/16/2022,52372247,9,,,Nigeria,Furniture,Tuesday,FALSE
Spearsland,8/17/2022,52372247,5,,,Spain,Furniture,Wednesday,FALSE
Spearsland,8/18/2022,52372247,6,,,Denmark,Furniture,Thursday,FALSE
Spearsland,8/19/2022,52372247,5,,,Vanuatu,Furniture,Friday,FALSE
Spearsland,8/20/2022,52372247,6,,,Vanuatu,Furniture,Saturday,FALSE
Spearsland,8/21/2022,52372247,9,,,French Southern Territories,Furniture,Sunday,FALSE
Spearsland,8/22/2022,52372247,3,,,Burundi,Furniture,Monday,FALSE
Spearsland,8/23/2022,52372247,10,,,Liberia,Furniture,Tuesday,FALSE
Spearsland,8/24/2022,52372247,3,,,Singapore,Furniture,Wednesday,FALSE
Spearsland,8/25/2022,52372247,5,,,Saudi Arabia,Furniture,Thursday,FALSE
Spearsland,8/26/2022,52372247,5,,,Martinique,Furniture,Friday,FALSE
Spearsland,8/27/2022,52372247,6,,,Turks and Caicos Islands,Furniture,Saturday,FALSE
Spearsland,8/28/2022,52372247,7,,,Tokelau,Furniture,Sunday,FALSE
Spearsland,8/29/2022,52372247,9,,,Somalia,Furniture,Monday,FALSE
Spearsland,8/30/2022,52372247,7,,,Norfolk Island,Furniture,Tuesday,FALSE
Spearsland,8/31/2022,52372247,5,,,Israel,Furniture,Wednesday,FALSE
Spearsland,9/1/2022,52372247,7,,,Tunisia,Furniture,Thursday,FALSE
Spearsland,9/2/2022,52372247,3,,,Ghana,Furniture,Friday,FALSE
Spearsland,9/3/2022,52372247,7,,,Namibia,Furniture,Saturday,FALSE
Spearsland,9/4/2022,52372247,10,,,Ukraine,Furniture,Sunday,FALSE
Spearsland,9/5/2022,52372247,3,,,Romania,Furniture,Monday,FALSE
Spearsland,9/6/2022,52372247,9,,,Sao Tome and Principe,Furniture,Tuesday,FALSE
Spearsland,9/7/2022,52372247,3,,,Turks and Caicos Islands,Furniture,Wednesday,FALSE
Spearsland,9/8/2022,52372247,1,,,Guadeloupe,Furniture,Thursday,FALSE
Spearsland,9/9/2022,52372247,2,,,Mayotte,Furniture,Friday,FALSE
Spearsland,9/10/2022,52372247,7,,,Maldives,Furniture,Saturday,FALSE
Spearsland,9/11/2022,52372247,7,,,Turks and Caicos Islands,Furniture,Sunday,FALSE
Spearsland,9/12/2022,52372247,2,,,Switzerland,Furniture,Monday,FALSE
Spearsland,9/13/2022,52372247,14,,,Ukraine,Furniture,Tuesday,FALSE
Spearsland,9/14/2022,52372247,3,,,Jordan,Furniture,Wednesday,FALSE
Spearsland,9/15/2022,52372247,7,,,Latvia,Furniture,Thursday,FALSE
Spearsland,9/16/2022,52372247,7,,,Egypt,Furniture,Friday,FALSE
Spearsland,9/17/2022,52372247,3,,,Peru,Furniture,Saturday,FALSE
Spearsland,9/18/2022,52372247,10,,,Grenada,Furniture,Sunday,FALSE
Spearsland,9/19/2022,52372247,5,,,United States Minor Outlying Islands,Furniture,Monday,FALSE
Spearsland,9/20/2022,52372247,7,,,Pitcairn Islands,Furniture,Tuesday,FALSE
Spearsland,9/21/2022,52372247,5,,,Kyrgyz Republic,Furniture,Wednesday,FALSE
Spearsland,9/22/2022,52372247,2,,,Faroe Islands,Furniture,Thursday,FALSE
Spearsland,9/23/2022,52372247,5,,,Malaysia,Furniture,Friday,FALSE
Spearsland,9/24/2022,52372247,7,,,Costa Rica,Furniture,Saturday,FALSE
Spearsland,9/25/2022,52372247,4,,,Trinidad and Tobago,Furniture,Sunday,FALSE
Spearsland,9/26/2022,52372247,7,,,Germany,Furniture,Monday,FALSE
Spearsland,9/27/2022,52372247,3,,,Netherlands Antilles,Furniture,Tuesday,FALSE
Spearsland,9/28/2022,52372247,6,,,Wallis and Futuna,Furniture,Wednesday,FALSE
Spearsland,9/29/2022,52372247,3,,,Sudan,Furniture,Thursday,FALSE
Spearsland,9/30/2022,52372247,6,,,Heard Island and McDonald Islands,Furniture,Friday,FALSE
Spearsland,10/1/2022,52372247,6,,,Swaziland,Furniture,Saturday,FALSE
Spearsland,10/2/2022,52372247,5,,,Nepal,Furniture,Sunday,FALSE
Spearsland,10/3/2022,52372247,7,,,Papua New Guinea,Furniture,Monday,FALSE
Spearsland,10/4/2022,52372247,11,,,Mauritius,Furniture,Tuesday,FALSE
Spearsland,10/5/2022,52372247,5,,,Eritrea,Furniture,Wednesday,FALSE
Spearsland,10/6/2022,52372247,9,,,Iceland,Furniture,Thursday,FALSE
Spearsland,10/7/2022,52372247,5,,,Mali,Furniture,Friday,FALSE
Spearsland,10/8/2022,52372247,5,,,Equatorial Guinea,Furniture,Saturday,FALSE
Spearsland,10/9/2022,52372247,8,,,Faroe Islands,Furniture,Sunday,FALSE
Spearsland,10/10/2022,52372247,5,,,China,Furniture,Monday,FALSE
Spearsland,10/11/2022,52372247,5,,,Guatemala,Furniture,Tuesday,FALSE
Spearsland,10/12/2022,52372247,7,,,Indonesia,Furniture,Wednesday,FALSE
Spearsland,10/13/2022,52372247,8,,,Benin,Furniture,Thursday,FALSE
Spearsland,10/14/2022,52372247,8,,,Latvia,Furniture,Friday,FALSE
Spearsland,10/15/2022,52372247,5,,,Mali,Furniture,Saturday,FALSE
Spearsland,10/16/2022,52372247,6,,,Vanuatu,Furniture,Sunday,FALSE
Spearsland,10/17/2022,52372247,11,,,Zambia,Furniture,Monday,FALSE
Spearsland,10/18/2022,52372247,5,,,United Kingdom,Furniture,Tuesday,FALSE
Spearsland,10/19/2022,52372247,8,,,Congo,Furniture,Wednesday,FALSE
Spearsland,10/20/2022,52372247,7,,,Saint Vincent and the Grenadines,Furniture,Thursday,FALSE
Spearsland,10/21/2022,52372247,5,,,Malaysia,Furniture,Friday,FALSE
Spearsland,10/22/2022,52372247,13,,,Haiti,Furniture,Saturday,FALSE
Spearsland,10/23/2022,52372247,3,,,Montserrat,Furniture,Sunday,FALSE
Spearsland,10/24/2022,52372247,2,,,Madagascar,Furniture,Monday,FALSE
Spearsland,10/25/2022,52372247,7,,,Wallis and Futuna,Furniture,Tuesday,FALSE
Spearsland,10/26/2022,52372247,4,,,Northern Mariana Islands,Furniture,Wednesday,FALSE
Spearsland,10/27/2022,52372247,2,,,Bermuda,Furniture,Thursday,FALSE
Spearsland,10/28/2022,52372247,8,,,United Arab Emirates,Furniture,Friday,FALSE
Spearsland,10/29/2022,52372247,6,,,Latvia,Furniture,Saturday,FALSE
Spearsland,10/30/2022,52372247,10,,,Reunion,Furniture,Sunday,FALSE
Spearsland,10/31/2022,52372247,4,,,Swaziland,Furniture,Monday,FALSE
Spearsland,11/1/2022,52372247,7,,,Peru,Furniture,Tuesday,FALSE
Spearsland,11/2/2022,52372247,9,,,Micronesia,Furniture,Wednesday,FALSE
Spearsland,11/3/2022,52372247,7,,,Cook Islands,Furniture,Thursday,FALSE
Spearsland,11/4/2022,52372247,7,,,Anguilla,Furniture,Friday,FALSE
Spearsland,11/5/2022,52372247,8,,,Azerbaijan,Furniture,Saturday,FALSE
Spearsland,11/6/2022,52372247,13,,,Bahrain,Furniture,Sunday,FALSE
Spearsland,11/7/2022,52372247,4,,,Saint Vincent and the Grenadines,Furniture,Monday,FALSE
Spearsland,11/8/2022,52372247,4,,,United States Virgin Islands,Furniture,Tuesday,FALSE
Spearsland,11/9/2022,52372247,9,,,Guernsey,Furniture,Wednesday,FALSE
Spearsland,11/10/2022,52372247,1,,,Lao People's Democratic Republic,Furniture,Thursday,FALSE
Spearsland,11/11/2022,52372247,9,,,Niger,Furniture,Friday,FALSE
Spearsland,11/12/2022,52372247,6,,,Saudi Arabia,Furniture,Saturday,FALSE
Spearsland,11/13/2022,52372247,15,,,Timor-Leste,Furniture,Sunday,FALSE
Spearsland,11/14/2022,52372247,7,,,Ethiopia,Furniture,Monday,FALSE
Spearsland,11/15/2022,52372247,7,,,Saint Pierre and Miquelon,Furniture,Tuesday,FALSE
Spearsland,11/16/2022,52372247,8,,,Fiji,Furniture,Wednesday,FALSE
Spearsland,11/17/2022,52372247,7,,,Georgia,Furniture,Thursday,FALSE
Spearsland,11/18/2022,52372247,2,,,Tonga,Furniture,Friday,FALSE
Spearsland,11/19/2022,52372247,13,,,Turkmenistan,Furniture,Saturday,FALSE
Spearsland,11/20/2022,52372247,11,,,Georgia,Furniture,Sunday,FALSE
