Store ID,Date,Product ID,Units Sold,Sales Revenue,Discount,Store Location,Category ID,Day of the Week,Holiday Effect
Spearsland,2/24/2022,8472391,11,2750,20,Lithuania,1,Thursday,FALSE
Spearsland,2/25/2022,8472391,7,1750,20,Saint Barthelemy,1,Friday,FALSE
Spearsland,2/26/2022,8472391,13,3250,20,Montenegro,1,Saturday,FALSE
Spearsland,2/27/2022,8472391,5,1250,20,Tanzania,1,Sunday,FALSE
Spearsland,2/28/2022,8472391,7,1750,20,Tuvalu,1,Monday,FALSE
Spearsland,3/1/2022,8472391,3,750,20,Micronesia,1,Tuesday,FALSE
Spearsland,3/2/2022,8472391,7,1750,20,Netherlands,1,Wednesday,FALSE
Spearsland,3/3/2022,8472391,6,1500,20,Swaziland,1,Thursday,FALSE
Spearsland,3/4/2022,8472391,2,500,20,Mexico,1,Friday,FALSE
Spearsland,3/5/2022,8472391,9,2250,20,Kiribati,1,Saturday,FALSE
Spearsland,3/6/2022,8472391,2,500,20,Puerto Rico,1,Sunday,FALSE
Spearsland,3/7/2022,8472391,3,750,20,Lebanon,1,Monday,FALSE
Spearsland,3/8/2022,8472391,3,750,20,Palestinian Territory,1,Tuesday,FALSE
Spearsland,3/9/2022,8472391,4,1000,20,Slovenia,1,Wednesday,FALSE
Spearsland,3/10/2022,8472391,2,500,20,Tokelau,1,Thursday,FALSE
Spearsland,3/11/2022,8472391,4,1000,20,Haiti,1,Friday,FALSE
Spearsland,3/12/2022,8472391,3,750,20,Sri Lanka,1,Saturday,FALSE
Spearsland,3/13/2022,8472391,7,1750,20,Tanzania,1,Sunday,FALSE
Spearsland,3/14/2022,8472391,7,1750,20,French Polynesia,1,Monday,FALSE
Spearsland,3/15/2022,8472391,2,500,20,Isle of Man,1,Tuesday,FALSE
Spearsland,3/16/2022,8472391,7,1750,20,Reunion,1,Wednesday,FALSE
Spearsland,3/17/2022,8472391,7,1750,20,Christmas Island,1,Thursday,FALSE
Spearsland,3/18/2022,8472391,6,1500,20,Martinique,1,Friday,FALSE
Spearsland,3/19/2022,8472391,5,1250,20,Kyrgyz Republic,1,Saturday,FALSE
Spearsland,3/20/2022,8472391,9,2250,20,Saudi Arabia,1,Sunday,FALSE
Spearsland,3/21/2022,8472391,3,750,20,Thailand,1,Monday,FALSE
Spearsland,3/22/2022,8472391,7,1750,20,Seychelles,1,Tuesday,FALSE
Spearsland,3/23/2022,8472391,8,2000,20,Algeria,1,Wednesday,FALSE
Spearsland,3/24/2022,8472391,5,1250,20,Botswana,1,Thursday,FALSE
Spearsland,3/25/2022,8472391,5,1250,20,Jamaica,1,Friday,FALSE
Spearsland,3/26/2022,8472391,6,1500,20,Slovakia ,1,Saturday,FALSE
Spearsland,3/27/2022,8472391,6,1500,20,Anguilla,1,Sunday,FALSE
Spearsland,3/28/2022,8472391,7,1750,20,El Salvador,1,Monday,FALSE
Spearsland,3/29/2022,8472391,2,500,20,Macao,1,Tuesday,FALSE
Spearsland,3/30/2022,8472391,3,750,20,Colombia,1,Wednesday,FALSE
Spearsland,3/31/2022,8472391,2,500,20,Congo,1,Thursday,FALSE
Spearsland,4/1/2022,8472391,4,1000,20,Faroe Islands,1,Friday,FALSE
Spearsland,4/2/2022,8472391,4,1000,20,Mauritius,1,Saturday,FALSE
Spearsland,4/3/2022,8472391,0,0,20,Saint Barthelemy,1,Sunday,FALSE
Spearsland,4/4/2022,8472391,7,1750,20,North Macedonia,1,Monday,FALSE
Spearsland,4/5/2022,8472391,7,1750,20,Nigeria,1,Tuesday,FALSE
Spearsland,4/6/2022,8472391,6,1500,20,Korea,1,Wednesday,FALSE
Spearsland,4/7/2022,8472391,4,1000,20,Zimbabwe,1,Thursday,FALSE
Spearsland,4/8/2022,8472391,4,1000,20,American Samoa,1,Friday,FALSE
Spearsland,4/9/2022,8472391,7,1750,20,Saint Vincent and the Grenadines,1,Saturday,FALSE
Spearsland,4/10/2022,8472391,10,2500,20,Estonia,1,Sunday,FALSE
Spearsland,4/11/2022,8472391,13,3250,20,Suriname,1,Monday,FALSE
Spearsland,4/12/2022,8472391,9,2250,20,Poland,1,Tuesday,FALSE
Spearsland,4/13/2022,8472391,8,2000,20,French Guiana,1,Wednesday,FALSE
Spearsland,4/14/2022,8472391,7,1750,20,Belarus,1,Thursday,FALSE
Spearsland,4/15/2022,8472391,3,750,20,United Arab Emirates,1,Friday,FALSE
Spearsland,4/16/2022,8472391,5,1250,20,Iceland,1,Saturday,FALSE
Spearsland,4/17/2022,8472391,10,2500,20,Sri Lanka,1,Sunday,FALSE
Spearsland,4/18/2022,8472391,4,1000,20,Saint Lucia,1,Monday,FALSE
Spearsland,4/19/2022,8472391,8,2000,20,Kenya,1,Tuesday,FALSE
Spearsland,4/20/2022,8472391,7,1750,20,Bhutan,1,Wednesday,FALSE
Spearsland,4/21/2022,8472391,3,750,20,Moldova,1,Thursday,FALSE
Spearsland,4/22/2022,8472391,8,2000,20,France,1,Friday,FALSE
Spearsland,4/23/2022,8472391,11,2750,20,Egypt,1,Saturday,FALSE
Spearsland,4/24/2022,8472391,5,1250,20,Gibraltar,1,Sunday,FALSE
Spearsland,4/25/2022,8472391,4,1000,20,Kiribati,1,Monday,FALSE
Spearsland,4/26/2022,8472391,9,2250,20,Bangladesh,1,Tuesday,FALSE
Spearsland,4/27/2022,8472391,10,2500,20,Lebanon,1,Wednesday,FALSE
Spearsland,4/28/2022,8472391,13,3250,20,Ireland,1,Thursday,FALSE
Spearsland,4/29/2022,8472391,8,2000,20,Lesotho,1,Friday,FALSE
Spearsland,4/30/2022,8472391,5,1250,20,Cote d'Ivoire,1,Saturday,FALSE
Spearsland,5/1/2022,8472391,8,2000,20,Norway,1,Sunday,FALSE
Spearsland,5/2/2022,8472391,3,750,20,Australia,1,Monday,FALSE
Spearsland,5/3/2022,8472391,6,1500,20,Martinique,1,Tuesday,FALSE
Spearsland,5/4/2022,8472391,3,750,20,Faroe Islands,1,Wednesday,FALSE
Spearsland,5/5/2022,8472391,4,1000,20,Mauritania,1,Thursday,FALSE
Spearsland,5/6/2022,8472391,7,1750,20,Tajikistan,1,Friday,FALSE
Spearsland,5/7/2022,8472391,4,1000,20,Micronesia,1,Saturday,FALSE
Spearsland,5/8/2022,8472391,14,3500,20,Pakistan,1,Sunday,FALSE
Spearsland,5/9/2022,8472391,8,2000,20,Cambodia,1,Monday,FALSE
Spearsland,5/10/2022,8472391,2,500,20,Dominican Republic,1,Tuesday,FALSE
Spearsland,5/11/2022,8472391,2,500,20,Rwanda,1,Wednesday,FALSE
Spearsland,5/12/2022,8472391,2,500,20,Papua New Guinea,1,Thursday,FALSE
Spearsland,5/13/2022,8472391,2,500,20,Cayman Islands,1,Friday,FALSE
Spearsland,5/14/2022,8472391,4,1000,20,Togo,1,Saturday,FALSE
Spearsland,5/15/2022,8472391,5,1250,20,India,1,Sunday,FALSE
Spearsland,5/16/2022,8472391,4,1000,20,Cyprus,1,Monday,FALSE
Spearsland,5/17/2022,8472391,4,1000,20,Nauru,1,Tuesday,FALSE
Spearsland,5/18/2022,8472391,4,1000,20,United States of America,1,Wednesday,FALSE
Spearsland,5/19/2022,8472391,7,1750,20,Guyana,1,Thursday,FALSE
Spearsland,5/20/2022,8472391,2,500,20,Mexico,1,Friday,FALSE
Spearsland,5/21/2022,8472391,5,1250,20,Uruguay,1,Saturday,FALSE
Spearsland,5/22/2022,8472391,4,1000,20,Saudi Arabia,1,Sunday,FALSE
Spearsland,5/23/2022,8472391,3,750,20,Uzbekistan,1,Monday,FALSE
Spearsland,5/24/2022,8472391,4,1000,20,Mayotte,1,Tuesday,FALSE
Spearsland,5/25/2022,8472391,8,2000,20,Comoros,1,Wednesday,FALSE
Spearsland,5/26/2022,8472391,4,1000,20,Bhutan,1,Thursday,FALSE
Spearsland,5/27/2022,8472391,1,250,20,Montenegro,1,Friday,FALSE
Spearsland,5/28/2022,8472391,2,500,20,Guam,1,Saturday,FALSE
Spearsland,5/29/2022,8472391,4,1000,20,Iceland,1,Sunday,FALSE
Spearsland,5/30/2022,8472391,8,2000,20,Seychelles,1,Monday,FALSE
Spearsland,5/31/2022,8472391,8,2000,20,Tanzania,1,Tuesday,FALSE
Spearsland,6/1/2022,8472391,9,2250,20,Thailand,1,Wednesday,FALSE
Spearsland,6/2/2022,8472391,8,2000,20,British Indian Ocean Territory ,1,Thursday,FALSE
Spearsland,6/3/2022,8472391,9,2250,20,Ethiopia,1,Friday,FALSE
Spearsland,6/4/2022,8472391,4,1000,20,Christmas Island,1,Saturday,FALSE
Spearsland,6/5/2022,8472391,8,2000,20,Brazil,1,Sunday,FALSE
Spearsland,6/6/2022,8472391,4,1000,20,Tanzania,1,Monday,FALSE
Spearsland,6/7/2022,8472391,6,1500,20,Ukraine,1,Tuesday,FALSE
Spearsland,6/8/2022,8472391,6,1500,20,South Georgia and the South Sandwich Islands,1,Wednesday,FALSE
Spearsland,6/9/2022,8472391,6,1500,20,Serbia,1,Thursday,FALSE
Spearsland,6/10/2022,8472391,9,2250,20,Marshall Islands,1,Friday,FALSE
Spearsland,6/11/2022,8472391,2,500,20,Bosnia and Herzegovina,1,Saturday,FALSE
Spearsland,6/12/2022,8472391,2,500,20,Nepal,1,Sunday,FALSE
Spearsland,6/13/2022,8472391,1,250,20,Saint Lucia,1,Monday,FALSE
Spearsland,6/14/2022,8472391,4,1000,20,Rwanda,1,Tuesday,FALSE
Spearsland,6/15/2022,8472391,6,1500,20,Seychelles,1,Wednesday,FALSE
Spearsland,6/16/2022,8472391,3,750,20,Benin,1,Thursday,FALSE
Spearsland,6/17/2022,8472391,6,1500,20,Nigeria,1,Friday,FALSE
Spearsland,6/18/2022,8472391,5,1250,20,Tonga,1,Saturday,FALSE
Spearsland,6/19/2022,8472391,4,1000,20,Guyana,1,Sunday,FALSE
Spearsland,6/20/2022,8472391,9,2250,20,Antarctica ,1,Monday,FALSE
Spearsland,6/21/2022,8472391,8,2000,20,Mongolia,1,Tuesday,FALSE
Spearsland,6/22/2022,8472391,9,2250,20,Fiji,1,Wednesday,FALSE
Spearsland,6/23/2022,8472391,9,2250,20,Portugal,1,Thursday,FALSE
Spearsland,6/24/2022,8472391,4,1000,20,Seychelles,1,Friday,FALSE
Spearsland,6/25/2022,8472391,8,2000,20,Taiwan,1,Saturday,FALSE
Spearsland,6/26/2022,8472391,7,1750,20,Bahrain,1,Sunday,FALSE
Spearsland,6/27/2022,8472391,6,1500,20,Argentina,1,Monday,FALSE
Spearsland,6/28/2022,8472391,8,2000,20,Indonesia,1,Tuesday,FALSE
Spearsland,6/29/2022,8472391,8,2000,20,Papua New Guinea,1,Wednesday,FALSE
Spearsland,6/30/2022,8472391,3,750,20,Ireland,1,Thursday,FALSE
Spearsland,7/1/2022,8472391,7,1750,20,Jordan,1,Friday,FALSE
Spearsland,7/2/2022,8472391,3,750,20,Bahrain,1,Saturday,FALSE
Spearsland,7/3/2022,8472391,10,2500,20,Slovakia ,1,Sunday,FALSE
Spearsland,7/4/2022,8472391,6,1500,20,Afghanistan,1,Monday,FALSE
Spearsland,7/5/2022,8472391,3,750,20,Gibraltar,1,Tuesday,FALSE
Spearsland,7/6/2022,8472391,6,1500,20,Mauritania,1,Wednesday,FALSE
Spearsland,7/7/2022,8472391,6,1500,20,Cote d'Ivoire,1,Thursday,FALSE
Spearsland,7/8/2022,8472391,5,1250,20,Cocos  Islands,1,Friday,FALSE
Spearsland,7/9/2022,8472391,6,1500,20,Svalbard & Jan Mayen Islands,1,Saturday,FALSE
Spearsland,7/10/2022,8472391,6,1500,20,Marshall Islands,1,Sunday,FALSE
Spearsland,7/11/2022,8472391,9,2250,20,Congo,1,Monday,FALSE
Spearsland,7/12/2022,8472391,6,1500,20,Cook Islands,1,Tuesday,FALSE
Spearsland,7/13/2022,8472391,7,1750,20,Luxembourg,1,Wednesday,FALSE
Spearsland,7/14/2022,8472391,7,1750,20,Panama,1,Thursday,FALSE
Spearsland,7/15/2022,8472391,7,1750,20,Panama,1,Friday,FALSE
Spearsland,7/16/2022,8472391,0,0,20,Eritrea,1,Saturday,FALSE
Spearsland,7/17/2022,8472391,4,1000,20,Spain,1,Sunday,FALSE
Spearsland,7/18/2022,8472391,5,1250,20,Serbia,1,Monday,FALSE
Spearsland,7/19/2022,8472391,7,1750,20,Greenland,1,Tuesday,FALSE
Spearsland,7/20/2022,8472391,5,1250,20,Puerto Rico,1,Wednesday,FALSE
Spearsland,7/21/2022,8472391,5,1250,20,Djibouti,1,Thursday,FALSE
Spearsland,7/22/2022,8472391,9,2250,20,France,1,Friday,FALSE
Spearsland,7/23/2022,8472391,6,1500,20,Hong Kong,1,Saturday,FALSE
Spearsland,7/24/2022,8472391,12,3000,20,Mauritania,1,Sunday,FALSE
Spearsland,7/25/2022,8472391,9,2250,20,French Polynesia,1,Monday,FALSE
Spearsland,7/26/2022,8472391,5,1250,20,United States of America,1,Tuesday,FALSE
Spearsland,7/27/2022,8472391,2,500,20,Ecuador,1,Wednesday,FALSE
Spearsland,7/28/2022,8472391,6,1500,20,Swaziland,1,Thursday,FALSE
Spearsland,7/29/2022,8472391,7,1750,20,Tonga,1,Friday,FALSE
Spearsland,7/30/2022,8472391,7,1750,20,Italy,1,Saturday,FALSE
Spearsland,7/31/2022,8472391,10,2500,20,Peru,1,Sunday,FALSE
Spearsland,8/1/2022,8472391,6,1500,20,Nicaragua,1,Monday,FALSE
Spearsland,8/2/2022,8472391,6,1500,20,Bahrain,1,Tuesday,FALSE
Spearsland,8/3/2022,8472391,2,500,20,South Georgia and the South Sandwich Islands,1,Wednesday,FALSE
Spearsland,8/4/2022,8472391,6,1500,20,Mauritius,1,Thursday,FALSE
Spearsland,8/5/2022,8472391,11,2750,20,Liberia,1,Friday,FALSE
Spearsland,8/6/2022,8472391,12,3000,20,Turkmenistan,1,Saturday,FALSE
Spearsland,8/7/2022,8472391,12,3000,20,Turks and Caicos Islands,1,Sunday,FALSE
Spearsland,8/8/2022,8472391,7,1750,20,Hong Kong,1,Monday,FALSE
Spearsland,8/9/2022,8472391,3,750,20,Montserrat,1,Tuesday,FALSE
Spearsland,8/10/2022,8472391,6,1500,20,Maldives,1,Wednesday,FALSE
Spearsland,8/11/2022,8472391,9,2250,20,Armenia,1,Thursday,FALSE
Spearsland,8/12/2022,8472391,6,1500,20,Russian Federation,1,Friday,FALSE
Spearsland,8/13/2022,8472391,14,3500,20,Western Sahara,1,Saturday,FALSE
Spearsland,8/14/2022,8472391,7,1750,20,Afghanistan,1,Sunday,FALSE
Spearsland,8/15/2022,8472391,7,1750,20,Nicaragua,1,Monday,FALSE
Spearsland,8/16/2022,8472391,9,2250,20,Nigeria,1,Tuesday,FALSE
Spearsland,8/17/2022,8472391,5,1250,20,Spain,1,Wednesday,FALSE
Spearsland,8/18/2022,8472391,6,1500,20,Denmark,1,Thursday,FALSE
Spearsland,8/19/2022,8472391,5,1250,20,Vanuatu,1,Friday,FALSE
Spearsland,8/20/2022,8472391,6,1500,20,Vanuatu,1,Saturday,FALSE
Spearsland,8/21/2022,8472391,9,2250,20,French Southern Territories,1,Sunday,FALSE
Spearsland,8/22/2022,8472391,3,750,20,Burundi,1,Monday,FALSE
Spearsland,8/23/2022,8472391,10,2500,20,Liberia,1,Tuesday,FALSE
Spearsland,8/24/2022,8472391,3,750,20,Singapore,1,Wednesday,FALSE
Spearsland,8/25/2022,8472391,5,1250,20,Saudi Arabia,1,Thursday,FALSE
Spearsland,8/26/2022,8472391,5,1250,20,Martinique,1,Friday,FALSE
Spearsland,8/27/2022,8472391,6,1500,20,Turks and Caicos Islands,1,Saturday,FALSE
Spearsland,8/28/2022,8472391,7,1750,20,Tokelau,1,Sunday,FALSE
Spearsland,8/29/2022,8472391,9,2250,20,Somalia,1,Monday,FALSE
Spearsland,8/30/2022,8472391,7,1750,20,Norfolk Island,1,Tuesday,FALSE
Spearsland,8/31/2022,8472391,5,1250,20,Israel,1,Wednesday,FALSE
Spearsland,9/1/2022,8472391,7,1750,20,Tunisia,1,Thursday,FALSE
Spearsland,9/2/2022,8472391,3,750,20,Ghana,1,Friday,FALSE
Spearsland,9/3/2022,8472391,7,1750,20,Namibia,1,Saturday,FALSE
Spearsland,9/4/2022,8472391,10,2500,20,Ukraine,1,Sunday,FALSE
Spearsland,9/5/2022,8472391,3,750,20,Romania,1,Monday,FALSE
Spearsland,9/6/2022,8472391,9,2250,20,Sao Tome and Principe,1,Tuesday,FALSE
Spearsland,9/7/2022,8472391,3,750,20,Turks and Caicos Islands,1,Wednesday,FALSE
Spearsland,9/8/2022,8472391,1,250,20,Guadeloupe,1,Thursday,FALSE
Spearsland,9/9/2022,8472391,2,500,20,Mayotte,1,Friday,FALSE
Spearsland,9/10/2022,8472391,7,1750,20,Maldives,1,Saturday,FALSE
Spearsland,9/11/2022,8472391,7,1750,20,Turks and Caicos Islands,1,Sunday,FALSE
Spearsland,9/12/2022,8472391,2,500,20,Switzerland,1,Monday,FALSE
Spearsland,9/13/2022,8472391,14,3500,20,Ukraine,1,Tuesday,FALSE
Spearsland,9/14/2022,8472391,3,750,20,Jordan,1,Wednesday,FALSE
Spearsland,9/15/2022,8472391,7,1750,20,Latvia,1,Thursday,FALSE
Spearsland,9/16/2022,8472391,7,1750,20,Egypt,1,Friday,FALSE
Spearsland,9/17/2022,8472391,3,750,20,Peru,1,Saturday,FALSE
Spearsland,9/18/2022,8472391,10,2500,20,Grenada,1,Sunday,FALSE
Spearsland,9/19/2022,8472391,5,1250,20,United States Minor Outlying Islands,1,Monday,FALSE
Spearsland,9/20/2022,8472391,7,1750,20,Pitcairn Islands,1,Tuesday,FALSE
Spearsland,9/21/2022,8472391,5,1250,20,Kyrgyz Republic,1,Wednesday,FALSE
Spearsland,9/22/2022,8472391,2,500,20,Faroe Islands,1,Thursday,FALSE
Spearsland,9/23/2022,8472391,5,1250,20,Malaysia,1,Friday,FALSE
Spearsland,9/24/2022,8472391,7,1750,20,Costa Rica,1,Saturday,FALSE
Spearsland,9/25/2022,8472391,4,1000,20,Trinidad and Tobago,1,Sunday,FALSE
Spearsland,9/26/2022,8472391,7,1750,20,Germany,1,Monday,FALSE
Spearsland,9/27/2022,8472391,3,750,20,Netherlands Antilles,1,Tuesday,FALSE
Spearsland,9/28/2022,8472391,6,1500,20,Wallis and Futuna,1,Wednesday,FALSE
Spearsland,9/29/2022,8472391,3,750,20,Sudan,1,Thursday,FALSE
Spearsland,9/30/2022,8472391,6,1500,20,Heard Island and McDonald Islands,1,Friday,FALSE
Spearsland,10/1/2022,8472391,6,1500,20,Swaziland,1,Saturday,FALSE
Spearsland,10/2/2022,8472391,5,1250,20,Nepal,1,Sunday,FALSE
Spearsland,10/3/2022,8472391,7,1750,20,Papua New Guinea,1,Monday,FALSE
Spearsland,10/4/2022,8472391,11,2750,20,Mauritius,1,Tuesday,FALSE
Spearsland,10/5/2022,8472391,5,1250,20,Eritrea,1,Wednesday,FALSE
Spearsland,10/6/2022,8472391,9,2250,20,Iceland,1,Thursday,FALSE
Spearsland,10/7/2022,8472391,5,1250,20,Mali,1,Friday,FALSE
Spearsland,10/8/2022,8472391,5,1250,20,Equatorial Guinea,1,Saturday,FALSE
Spearsland,10/9/2022,8472391,8,2000,20,Faroe Islands,1,Sunday,FALSE
Spearsland,10/10/2022,8472391,5,1250,20,China,1,Monday,FALSE
Spearsland,10/11/2022,8472391,5,1250,20,Guatemala,1,Tuesday,FALSE
Spearsland,10/12/2022,8472391,7,1750,20,Indonesia,1,Wednesday,FALSE
Spearsland,10/13/2022,8472391,8,2000,20,Benin,1,Thursday,FALSE
Spearsland,10/14/2022,8472391,8,2000,20,Latvia,1,Friday,FALSE
Spearsland,10/15/2022,8472391,5,1250,20,Mali,1,Saturday,FALSE
Spearsland,10/16/2022,8472391,6,1500,20,Vanuatu,1,Sunday,FALSE
Spearsland,10/17/2022,8472391,11,2750,20,Zambia,1,Monday,FALSE
Spearsland,10/18/2022,8472391,5,1250,20,United Kingdom,1,Tuesday,FALSE
Spearsland,10/19/2022,8472391,8,2000,20,Congo,1,Wednesday,FALSE
Spearsland,10/20/2022,8472391,7,1750,20,Saint Vincent and the Grenadines,1,Thursday,FALSE
Spearsland,10/21/2022,8472391,5,1250,20,Malaysia,1,Friday,FALSE
Spearsland,10/22/2022,8472391,13,3250,20,Haiti,1,Saturday,FALSE
Spearsland,10/23/2022,8472391,3,750,20,Montserrat,1,Sunday,FALSE
Spearsland,10/24/2022,8472391,2,500,20,Madagascar,1,Monday,FALSE
Spearsland,10/25/2022,8472391,7,1750,20,Wallis and Futuna,1,Tuesday,FALSE
Spearsland,10/26/2022,8472391,4,1000,20,Northern Mariana Islands,1,Wednesday,FALSE
Spearsland,10/27/2022,8472391,2,500,20,Bermuda,1,Thursday,FALSE
Spearsland,10/28/2022,8472391,8,2000,20,United Arab Emirates,1,Friday,FALSE
Spearsland,10/29/2022,8472391,6,1500,20,Latvia,1,Saturday,FALSE
Spearsland,10/30/2022,8472391,10,2500,20,Reunion,1,Sunday,FALSE
Spearsland,10/31/2022,8472391,4,1000,20,Swaziland,1,Monday,FALSE
Spearsland,11/1/2022,8472391,7,1750,20,Peru,1,Tuesday,FALSE
Spearsland,11/2/2022,8472391,9,2250,20,Micronesia,1,Wednesday,FALSE
Spearsland,11/3/2022,8472391,7,1750,20,Cook Islands,1,Thursday,FALSE
Spearsland,11/4/2022,8472391,7,1750,20,Anguilla,1,Friday,FALSE
Spearsland,11/5/2022,8472391,8,2000,20,Azerbaijan,1,Saturday,FALSE
Spearsland,11/6/2022,8472391,13,3250,20,Bahrain,1,Sunday,FALSE
Spearsland,11/7/2022,8472391,4,1000,20,Saint Vincent and the Grenadines,1,Monday,FALSE
Spearsland,11/8/2022,8472391,4,1000,20,United States Virgin Islands,1,Tuesday,FALSE
Spearsland,11/9/2022,8472391,9,2250,20,Guernsey,1,Wednesday,FALSE
Spearsland,11/10/2022,8472391,1,250,20,Lao People's Democratic Republic,1,Thursday,FALSE
Spearsland,11/11/2022,8472391,9,2250,20,Niger,1,Friday,FALSE
Spearsland,11/12/2022,8472391,6,1500,20,Saudi Arabia,1,Saturday,FALSE
Spearsland,11/13/2022,8472391,15,3750,20,Timor-Leste,1,Sunday,FALSE
Spearsland,11/14/2022,8472391,7,1750,20,Ethiopia,1,Monday,FALSE
Spearsland,11/15/2022,8472391,7,1750,20,Saint Pierre and Miquelon,1,Tuesday,FALSE
Spearsland,11/16/2022,8472391,8,2000,20,Fiji,1,Wednesday,FALSE
Spearsland,11/17/2022,8472391,7,1750,20,Georgia,1,Thursday,FALSE
Spearsland,11/18/2022,8472391,2,500,20,Tonga,1,Friday,FALSE
Spearsland,11/19/2022,8472391,13,3250,20,Turkmenistan,1,Saturday,FALSE
Spearsland,11/20/2022,8472391,11,2750,20,Georgia,1,Sunday,FALSE
Spearsland,11/21/2022,8472391,9,2250,20,Turkey,1,Monday,FALSE
Spearsland,11/22/2022,8472391,12,3000,20,Philippines,1,Tuesday,FALSE
Spearsland,11/23/2022,8472391,15,3750,20,Guam,1,Wednesday,FALSE
